source,target,type,id,label,timeset,weight
229,11,Directed,271,,,
230,15,Directed,272,,,
231,9,Directed,273,,,
231,4,Directed,274,,,
231,8,Directed,275,,,
232,8,Directed,276,,,
233,8,Directed,277,,,
234,14,Directed,278,,,
235,12,Directed,279,,,
236,13,Directed,280,,,
237,8,Directed,281,,,
238,2,Directed,282,,,
239,8,Directed,283,,,
240,8,Directed,284,,,
241,4,Directed,285,,,
241,6,Directed,286,,,
241,9,Directed,287,,,
242,8,Directed,288,,,
243,12,Directed,289,,,
244,16,Directed,290,,,
245,15,Directed,291,,,
246,16,Directed,292,,,
247,8,Directed,293,,,
248,13,Directed,294,,,
249,15,Directed,295,,,
250,3,Directed,296,,,
250,1,Directed,297,,,
251,2,Directed,298,,,
252,16,Directed,299,,,
253,9,Directed,300,,,
254,13,Directed,301,,,
255,13,Directed,302,,,
256,8,Directed,303,,,
257,8,Directed,304,,,
258,13,Directed,305,,,
259,8,Directed,306,,,
260,13,Directed,307,,,
261,17,Directed,308,,,
262,7,Directed,309,,,
263,2,Directed,310,,,
264,13,Directed,311,,,
265,11,Directed,312,,,
266,12,Directed,313,,,
267,8,Directed,314,,,
268,12,Directed,315,,,
269,17,Directed,316,,,
270,12,Directed,317,,,
271,15,Directed,318,,,
272,13,Directed,319,,,
273,12,Directed,320,,,
274,8,Directed,321,,,
275,13,Directed,322,,,
276,14,Directed,323,,,
276,10,Directed,324,,,
276,3,Directed,325,,,
276,6,Directed,326,,,
276,17,Directed,327,,,
277,11,Directed,328,,,
278,10,Directed,329,,,
278,14,Directed,330,,,
278,6,Directed,331,,,
278,4,Directed,332,,,
278,5,Directed,333,,,
278,3,Directed,334,,,
278,1,Directed,335,,,
278,8,Directed,336,,,
279,18,Directed,337,,,
280,16,Directed,338,,,
281,13,Directed,339,,,
282,11,Directed,340,,,
283,1,Directed,341,,,
284,4,Directed,342,,,
284,9,Directed,343,,,
285,16,Directed,344,,,
286,6,Directed,345,,,
286,7,Directed,346,,,
287,8,Directed,347,,,
288,15,Directed,348,,,
289,7,Directed,349,,,
289,6,Directed,350,,,
289,3,Directed,351,,,
289,1,Directed,352,,,
290,17,Directed,353,,,
291,11,Directed,354,,,
292,10,Directed,355,,,
292,14,Directed,356,,,
293,12,Directed,357,,,
294,1,Directed,358,,,
295,7,Directed,359,,,
295,8,Directed,360,,,
296,8,Directed,361,,,
297,5,Directed,362,,,
298,8,Directed,363,,,
299,1,Directed,364,,,
300,11,Directed,365,,,
301,12,Directed,366,,,
302,1,Directed,367,,,
303,9,Directed,368,,,
304,8,Directed,369,,,
305,16,Directed,370,,,
306,11,Directed,371,,,
307,12,Directed,372,,,
308,11,Directed,373,,,
309,8,Directed,374,,,
310,13,Directed,375,,,
311,12,Directed,376,,,
312,16,Directed,377,,,
313,8,Directed,378,,,
314,12,Directed,379,,,
315,10,Directed,380,,,
315,14,Directed,381,,,
315,15,Directed,382,,,
315,17,Directed,383,,,
316,2,Directed,384,,,
317,12,Directed,385,,,
318,7,Directed,386,,,
319,15,Directed,387,,,
319,17,Directed,388,,,
320,8,Directed,389,,,
321,5,Directed,390,,,
322,3,Directed,391,,,
322,10,Directed,392,,,
323,13,Directed,393,,,
323,16,Directed,394,,,
324,12,Directed,395,,,
325,10,Directed,396,,,
325,4,Directed,397,,,
325,6,Directed,398,,,
325,8,Directed,399,,,
326,10,Directed,400,,,
327,8,Directed,401,,,
328,14,Directed,402,,,
329,14,Directed,403,,,
329,12,Directed,404,,,
329,11,Directed,405,,,
329,10,Directed,406,,,
329,9,Directed,407,,,
329,8,Directed,408,,,
329,7,Directed,409,,,
329,6,Directed,410,,,
329,5,Directed,411,,,
329,4,Directed,412,,,
329,3,Directed,413,,,
329,2,Directed,414,,,
329,1,Directed,415,,,
329,17,Directed,416,,,
329,15,Directed,417,,,
330,2,Directed,418,,,
331,8,Directed,419,,,
332,5,Directed,420,,,
332,6,Directed,421,,,
332,9,Directed,422,,,
332,10,Directed,423,,,
332,12,Directed,424,,,
332,14,Directed,425,,,
332,17,Directed,426,,,
332,15,Directed,427,,,
333,13,Directed,428,,,
335,13,Directed,429,,,
334,13,Directed,430,,,
336,8,Directed,431,,,
337,7,Directed,432,,,
338,17,Directed,433,,,
339,14,Directed,434,,,
339,11,Directed,435,,,
339,6,Directed,436,,,
340,14,Directed,437,,,
341,18,Directed,438,,,
342,8,Directed,439,,,
343,11,Directed,440,,,
344,11,Directed,441,,,
344,9,Directed,442,,,
345,11,Directed,443,,,
345,6,Directed,444,,,
346,12,Directed,445,,,
347,8,Directed,446,,,
348,7,Directed,447,,,
348,6,Directed,448,,,
349,6,Directed,449,,,
349,4,Directed,450,,,
349,14,Directed,451,,,
349,9,Directed,452,,,
350,12,Directed,453,,,
350,5,Directed,454,,,
350,8,Directed,455,,,
351,8,Directed,456,,,
352,2,Directed,457,,,
353,3,Directed,458,,,
353,2,Directed,459,,,
353,1,Directed,460,,,
353,6,Directed,461,,,
353,7,Directed,462,,,
353,14,Directed,463,,,
353,17,Directed,464,,,
354,7,Directed,465,,,
355,16,Directed,466,,,
356,13,Directed,467,,,
357,9,Directed,468,,,
358,14,Directed,469,,,
359,14,Directed,470,,,
360,13,Directed,471,,,
361,12,Directed,472,,,
362,8,Directed,473,,,
363,12,Directed,474,,,
364,13,Directed,475,,,
365,9,Directed,476,,,
365,4,Directed,477,,,
366,10,Directed,478,,,
366,14,Directed,479,,,
366,17,Directed,480,,,
367,16,Directed,481,,,
368,12,Directed,482,,,
369,8,Directed,483,,,
370,16,Directed,484,,,
371,1,Directed,485,,,
372,13,Directed,486,,,
373,18,Directed,487,,,
374,17,Directed,488,,,
375,14,Directed,489,,,
