source,target,type,id,label,timeset,weight
107,7,Directed,159,,,
107,3,Directed,160,,,
108,7,Directed,161,,,
108,1,Directed,162,,,
108,2,Directed,163,,,
108,5,Directed,164,,,
108,3,Directed,165,,,
109,5,Directed,166,,,
110,6,Directed,167,,,
112,5,Directed,168,,,
111,7,Directed,169,,,
113,5,Directed,170,,,
114,2,Directed,171,,,
114,4,Directed,172,,,
115,3,Directed,173,,,
116,5,Directed,174,,,
117,1,Directed,175,,,
118,1,Directed,176,,,
119,3,Directed,177,,,
120,6,Directed,178,,,
121,6,Directed,179,,,
122,6,Directed,180,,,
122,7,Directed,181,,,
122,8,Directed,182,,,
123,4,Directed,183,,,
123,5,Directed,184,,,
124,1,Directed,185,,,
125,7,Directed,186,,,
125,4,Directed,187,,,
125,8,Directed,188,,,
126,4,Directed,189,,,
127,4,Directed,190,,,
128,5,Directed,191,,,
129,5,Directed,192,,,
129,2,Directed,193,,,
129,7,Directed,194,,,
129,1,Directed,195,,,
129,4,Directed,196,,,
129,6,Directed,197,,,
129,8,Directed,198,,,
129,3,Directed,199,,,
130,7,Directed,200,,,
130,4,Directed,201,,,
131,7,Directed,202,,,
132,8,Directed,203,,,
132,4,Directed,204,,,
132,6,Directed,205,,,
132,1,Directed,206,,,
132,7,Directed,207,,,
132,2,Directed,208,,,
132,5,Directed,209,,,
132,3,Directed,210,,,
133,1,Directed,211,,,
135,8,Directed,212,,,
134,8,Directed,213,,,
136,8,Directed,214,,,
137,8,Directed,215,,,
137,6,Directed,216,,,
137,4,Directed,217,,,
137,1,Directed,218,,,
137,7,Directed,219,,,
137,5,Directed,220,,,
137,2,Directed,221,,,
137,3,Directed,222,,,
138,3,Directed,223,,,
139,3,Directed,224,,,
140,3,Directed,225,,,
140,2,Directed,226,,,
141,1,Directed,227,,,
143,1,Directed,228,,,
142,1,Directed,229,,,
144,1,Directed,230,,,
123,1,Directed,231,,,
146,5,Directed,232,,,
147,7,Directed,233,,,
148,8,Directed,234,,,
148,4,Directed,235,,,
148,6,Directed,236,,,
148,5,Directed,237,,,
148,2,Directed,238,,,
148,1,Directed,239,,,
148,7,Directed,240,,,
148,3,Directed,241,,,
149,1,Directed,242,,,
155,1,Directed,243,,,
156,1,Directed,244,,,
155,8,Directed,245,,,
157,8,Directed,246,,,
153,8,Directed,247,,,
156,8,Directed,248,,,
150,8,Directed,249,,,
152,8,Directed,250,,,
158,8,Directed,251,,,
154,8,Directed,252,,,
151,8,Directed,253,,,
13,6,Directed,254,,,
13,1,Directed,255,,,
123,7,Directed,256,,,
123,8,Directed,257,,,
161,1,Directed,258,,,
162,1,Directed,259,,,
163,6,Directed,260,,,
164,4,Directed,261,,,
164,2,Directed,262,,,
165,5,Directed,263,,,
165,2,Directed,264,,,
165,1,Directed,265,,,
165,7,Directed,266,,,
165,6,Directed,267,,,
165,4,Directed,268,,,
165,3,Directed,269,,,
165,8,Directed,270,,,
166,1,Directed,271,,,
167,8,Directed,272,,,
168,8,Directed,273,,,
168,4,Directed,274,,,
168,6,Directed,275,,,
168,1,Directed,276,,,
168,7,Directed,277,,,
168,5,Directed,278,,,
168,2,Directed,279,,,
168,3,Directed,280,,,
170,8,Directed,281,,,
169,8,Directed,282,,,
171,1,Directed,283,,,
172,1,Directed,284,,,
174,1,Directed,285,,,
173,1,Directed,286,,,
175,1,Directed,287,,,
182,1,Directed,288,,,
180,1,Directed,289,,,
176,1,Directed,290,,,
177,1,Directed,291,,,
179,1,Directed,292,,,
178,1,Directed,293,,,
180,2,Directed,294,,,
181,8,Directed,295,,,
185,2,Directed,296,,,
184,5,Directed,297,,,
186,5,Directed,298,,,
185,1,Directed,299,,,
183,1,Directed,300,,,
187,4,Directed,301,,,
188,4,Directed,302,,,
188,3,Directed,303,,,
188,8,Directed,304,,,
188,7,Directed,305,,,
188,1,Directed,306,,,
188,5,Directed,307,,,
188,2,Directed,308,,,
189,8,Directed,309,,,
190,5,Directed,310,,,
191,2,Directed,311,,,
192,2,Directed,312,,,
192,1,Directed,313,,,
193,7,Directed,314,,,
193,8,Directed,315,,,
193,6,Directed,316,,,
194,8,Directed,317,,,
194,7,Directed,318,,,
194,5,Directed,319,,,
196,5,Directed,320,,,
195,7,Directed,321,,,
198,7,Directed,322,,,
198,8,Directed,323,,,
198,6,Directed,324,,,
197,3,Directed,325,,,
199,6,Directed,326,,,
199,8,Directed,327,,,
199,7,Directed,328,,,
200,1,Directed,329,,,
200,2,Directed,330,,,
201,2,Directed,331,,,
201,5,Directed,332,,,
201,1,Directed,333,,,
201,7,Directed,334,,,
201,8,Directed,335,,,
201,3,Directed,336,,,
201,4,Directed,337,,,
201,6,Directed,338,,,
202,8,Directed,339,,,
203,6,Directed,340,,,
204,4,Directed,341,,,
204,8,Directed,342,,,
204,7,Directed,343,,,
204,5,Directed,344,,,
205,5,Directed,345,,,
205,2,Directed,346,,,
205,7,Directed,347,,,
205,8,Directed,348,,,
205,4,Directed,349,,,
205,6,Directed,350,,,
206,6,Directed,351,,,
206,8,Directed,352,,,
206,7,Directed,353,,,
206,5,Directed,354,,,
207,2,Directed,355,,,
208,2,Directed,356,,,
208,8,Directed,357,,,
208,6,Directed,358,,,
209,1,Directed,359,,,
210,7,Directed,360,,,
210,4,Directed,361,,,
212,4,Directed,362,,,
213,3,Directed,363,,,
215,7,Directed,364,,,
214,5,Directed,365,,,
216,5,Directed,366,,,
217,6,Directed,367,,,
218,1,Directed,368,,,
219,3,Directed,369,,,
220,6,Directed,370,,,
221,1,Directed,371,,,
222,7,Directed,372,,,
223,2,Directed,373,,,
224,5,Directed,374,,,
224,4,Directed,375,,,
225,7,Directed,376,,,
226,7,Directed,377,,,
229,7,Directed,378,,,
227,7,Directed,379,,,
230,7,Directed,380,,,
228,7,Directed,381,,,
231,4,Directed,382,,,
231,2,Directed,383,,,
232,5,Directed,384,,,
232,7,Directed,385,,,
232,1,Directed,386,,,
232,6,Directed,387,,,
232,8,Directed,388,,,
233,3,Directed,389,,,
34,3,Directed,390,,,
235,2,Directed,391,,,
237,2,Directed,392,,,
236,7,Directed,393,,,
238,2,Directed,394,,,
239,1,Directed,395,,,
232,2,Directed,396,,,
241,5,Directed,397,,,
242,6,Directed,398,,,
243,2,Directed,399,,,
244,7,Directed,400,,,
245,2,Directed,401,,,
232,3,Directed,402,,,
249,6,Directed,403,,,
247,6,Directed,404,,,
248,6,Directed,405,,,
250,7,Directed,406,,,
251,7,Directed,407,,,
251,6,Directed,408,,,
251,8,Directed,409,,,
252,1,Directed,410,,,
252,2,Directed,411,,,
253,2,Directed,412,,,
253,5,Directed,413,,,
253,1,Directed,414,,,
253,7,Directed,415,,,
253,8,Directed,416,,,
253,4,Directed,417,,,
253,6,Directed,418,,,
253,3,Directed,419,,,
254,6,Directed,420,,,
254,4,Directed,421,,,
254,8,Directed,422,,,
254,7,Directed,423,,,
254,5,Directed,424,,,
256,5,Directed,425,,,
256,7,Directed,426,,,
256,8,Directed,427,,,
256,6,Directed,428,,,
257,3,Directed,429,,,
258,1,Directed,430,,,
258,2,Directed,431,,,
239,7,Directed,432,,,
239,8,Directed,433,,,
260,8,Directed,434,,,
260,7,Directed,435,,,
260,6,Directed,436,,,
260,4,Directed,437,,,
260,5,Directed,438,,,
262,7,Directed,439,,,
262,6,Directed,440,,,
262,8,Directed,441,,,
261,3,Directed,442,,,
263,3,Directed,443,,,
264,6,Directed,444,,,
264,4,Directed,445,,,
264,5,Directed,446,,,
265,2,Directed,447,,,
266,2,Directed,448,,,
266,5,Directed,449,,,
266,1,Directed,450,,,
266,8,Directed,451,,,
266,3,Directed,452,,,
267,3,Directed,453,,,
267,5,Directed,454,,,
36,7,Directed,455,,,
269,5,Directed,456,,,
270,7,Directed,457,,,
270,8,Directed,458,,,
14,4,Directed,459,,,
17,6,Directed,460,,,
17,8,Directed,461,,,
17,7,Directed,462,,,
273,2,Directed,463,,,
273,1,Directed,464,,,
123,6,Directed,465,,,
123,2,Directed,466,,,
276,2,Directed,467,,,
277,6,Directed,468,,,
277,8,Directed,469,,,
278,3,Directed,470,,,
224,3,Directed,471,,,
224,8,Directed,472,,,
224,6,Directed,473,,,
224,2,Directed,474,,,
224,1,Directed,475,,,
280,2,Directed,476,,,
280,8,Directed,477,,,
281,8,Directed,478,,,
281,1,Directed,479,,,
282,7,Directed,480,,,
282,8,Directed,481,,,
282,6,Directed,482,,,
282,3,Directed,483,,,
283,3,Directed,484,,,
283,8,Directed,485,,,
284,1,Directed,486,,,
285,7,Directed,487,,,
286,7,Directed,488,,,
278,8,Directed,489,,,
278,6,Directed,490,,,
278,7,Directed,491,,,
278,5,Directed,492,,,
288,4,Directed,493,,,
288,7,Directed,494,,,
289,6,Directed,495,,,
290,4,Directed,496,,,
291,6,Directed,497,,,
291,8,Directed,498,,,
291,7,Directed,499,,,
292,7,Directed,500,,,
292,1,Directed,501,,,
292,5,Directed,502,,,
292,2,Directed,503,,,
292,8,Directed,504,,,
292,6,Directed,505,,,
292,4,Directed,506,,,
292,3,Directed,507,,,
293,6,Directed,508,,,
294,6,Directed,509,,,
294,4,Directed,510,,,
294,8,Directed,511,,,
294,2,Directed,512,,,
294,1,Directed,513,,,
294,5,Directed,514,,,
294,7,Directed,515,,,
294,3,Directed,516,,,
295,8,Directed,517,,,
295,7,Directed,518,,,
297,4,Directed,519,,,
296,1,Directed,520,,,
298,8,Directed,521,,,
299,3,Directed,522,,,
299,8,Directed,523,,,
299,4,Directed,524,,,
299,6,Directed,525,,,
299,1,Directed,526,,,
299,7,Directed,527,,,
299,5,Directed,528,,,
299,2,Directed,529,,,
282,2,Directed,530,,,
282,5,Directed,531,,,
282,1,Directed,532,,,
282,4,Directed,533,,,
302,3,Directed,534,,,
303,3,Directed,535,,,
304,4,Directed,536,,,
304,3,Directed,537,,,
304,8,Directed,538,,,
304,5,Directed,539,,,
305,6,Directed,540,,,
306,7,Directed,541,,,
307,7,Directed,542,,,
307,6,Directed,543,,,
308,2,Directed,544,,,
310,2,Directed,545,,,
311,4,Directed,546,,,
309,8,Directed,547,,,
314,8,Directed,548,,,
313,8,Directed,549,,,
312,7,Directed,550,,,
315,7,Directed,551,,,
316,6,Directed,552,,,
317,3,Directed,553,,,
318,2,Directed,554,,,
318,1,Directed,555,,,
319,1,Directed,556,,,
320,1,Directed,557,,,
320,2,Directed,558,,,
283,5,Directed,559,,,
322,8,Directed,560,,,
12,1,Directed,561,,,
324,1,Directed,562,,,
84,3,Directed,563,,,
326,1,Directed,564,,,
327,1,Directed,565,,,
327,2,Directed,566,,,
327,8,Directed,567,,,
293,7,Directed,568,,,
329,1,Directed,569,,,
330,2,Directed,570,,,
330,8,Directed,571,,,
331,6,Directed,572,,,
332,6,Directed,573,,,
333,6,Directed,574,,,
334,3,Directed,575,,,
335,7,Directed,576,,,
336,7,Directed,577,,,
335,6,Directed,578,,,
335,8,Directed,579,,,
336,8,Directed,580,,,
336,6,Directed,581,,,
339,3,Directed,582,,,
339,1,Directed,583,,,
339,2,Directed,584,,,
339,5,Directed,585,,,
341,7,Directed,586,,,
339,7,Directed,587,,,
343,7,Directed,588,,,
343,4,Directed,589,,,
344,4,Directed,590,,,
344,6,Directed,591,,,
344,1,Directed,592,,,
344,5,Directed,593,,,
344,2,Directed,594,,,
344,3,Directed,595,,,
345,6,Directed,596,,,
346,6,Directed,597,,,
347,7,Directed,598,,,
348,6,Directed,599,,,
350,4,Directed,600,,,
349,4,Directed,601,,,
352,2,Directed,602,,,
351,2,Directed,603,,,
123,3,Directed,604,,,
354,6,Directed,605,,,
267,6,Directed,606,,,
267,8,Directed,607,,,
267,7,Directed,608,,,
267,4,Directed,609,,,
357,7,Directed,610,,,
358,6,Directed,611,,,
359,7,Directed,612,,,
360,7,Directed,613,,,
361,8,Directed,614,,,
362,5,Directed,615,,,
363,8,Directed,616,,,
364,5,Directed,617,,,
365,8,Directed,618,,,
366,5,Directed,619,,,
367,2,Directed,620,,,
368,5,Directed,621,,,
369,8,Directed,622,,,
371,8,Directed,623,,,
370,5,Directed,624,,,
372,3,Directed,625,,,
373,5,Directed,626,,,
